,page,date,total_visits
283,Demi_Lovato_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3957608
284,Demi_Lovato_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2340476
285,Denmark_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3511326
286,Deutschland_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7220509
287,Deutschland_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3709244
288,"Diana,_Princess_of_Wales_en.wikipedia.org_all-access_all-agents",2016-01-01 00:00:00,4873325
289,"Diana,_Princess_of_Wales_en.wikipedia.org_desktop_all-agents",2016-01-01 00:00:00,1786373
290,"Diana,_Princess_of_Wales_en.wikipedia.org_mobile-web_all-agents",2016-01-01 00:00:00,3016959
291,Dilwale_(2015_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3537202
292,Divergent_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3174437
293,Doctor_Who_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3429173
294,Dog_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3355328
295,Domhnall_Gleeson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2574828
296,Donald_Glover_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5010966
297,Donald_Trump_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,78237414
298,Donald_Trump_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,31322127
299,Donald_Trump_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,45948818
300,Donald_Trump_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5808831
301,Donald_Trump_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1942700
302,Donald_Trump_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3798314
303,Dr._Dre_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7654328
304,Dragon_Ball_Super_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3674507
305,Drake_(rapper)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4691381
306,Dubai_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4098357
307,Dunningâ€“Kruger_effect_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3183046
308,Dunningâ€“Kruger_effect_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1606372
309,Dunningâ€“Kruger_effect_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1547742
310,Dwayne_Johnson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,10966522
311,Dwayne_Johnson_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3182712
312,Dwayne_Johnson_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,7616392
313,Dwyane_Wade_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2729906
314,Dylan_O'Brien_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1817094
315,Dylann_Roof_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1070539
316,Dylann_Roof_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,570307
317,Earth_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14831376
318,Eazy-E_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7921855
319,Ed_Sheeran_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2341751
320,Ed_Sheeran_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1190388
321,Eduardo_Vargas_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,471258
322,Eduardo_Vargas_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,291295
323,Eduardo_Vargas_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,409324
324,Edward_Snowden_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8471895
325,Edward_Snowden_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3420777
326,Edward_Snowden_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4937844
327,Egypt_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3328801
328,El_seÃ±or_de_los_cielos_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2060327
329,Elena_Delle_Donne_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,394580
330,Elizabeth_II_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,16976637
331,Elizabeth_II_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5568891
332,Elizabeth_II_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,11083163
333,Elizabeth_I_of_England_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5697035
334,Elon_Musk_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8661822
335,Elon_Musk_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4120571
336,Elvis_Presley_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6289863
337,Emilia_Clarke_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6613314
338,Emilia_Clarke_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2508931
339,Emilia_Clarke_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3991560
340,Emilia_Clarke_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,641968
341,Emily_Ratajkowski_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3346950
342,Eminem_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7745814
343,Eminem_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3179703
344,Eminem_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4457727
345,Emma_Roberts_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3718804
346,Emma_Watson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5595852
347,Empire_(2015_TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2963824
348,Empire_(2015_TV_series)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1595257
349,Enfermedad_de_Lyme_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,760652
350,Enfermedad_de_Lyme_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,264360
351,Enfermedad_de_Lyme_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,491802
352,England_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4829286
353,English_language_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4531997
354,Ernest_Hemingway_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3444397
355,EspaÃ±a_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4244282
356,Especial:Buscar_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,132010189
357,Especial:Buscar_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,102423109
358,Especial:Buscar_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,29587074
359,Especial:BÃºsquedaDeEnlaces_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7841957
360,Especial:BÃºsquedaDeEnlaces_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,7841781
361,Especial:Entrar_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,25916597
362,Especial:Entrar_es.wikipedia.org_all-access_spider,2016-01-01 00:00:00,4413496
363,Especial:Entrar_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,20038005
364,Especial:Entrar_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5878584
365,Especial:Libro_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14071874
366,Especial:Libro_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,13936636
367,Estados_Unidos_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4649529
368,Eugenie_Bouchard_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,676383
369,Europe_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3774988
370,European_Union_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7405356
371,European_Union_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4139187
372,Eva_Green_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3387227
373,Evan_Spiegel_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1609243
374,Ex_Machina_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2681350
375,FC_Barcelona_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4475592
376,FC_Bayern_Munich_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2350453
377,FIFA_World_Cup_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2947933
378,FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1278910
379,FIFA_World_Cup_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1615465
380,Facebook_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14664174
381,Facebook_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,7358016
382,Facebook_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,7231699
383,Facebook_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3131551
384,Facebook_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1599878
385,Fantastic_Four_(2015_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2128441
386,Fate/stay_night_ja.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1633322
387,Fear_the_Walking_Dead_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4229553
388,Fetty_Wap_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2642486
389,Fetty_Wap_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1011905
390,Fetty_Wap_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1599382
391,Fidel_Castro_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7653647
392,Fifth_Harmony_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4689959
393,Fifty_Shades_of_Grey_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2654085
394,Fifty_Shades_of_Grey_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1671100
395,Fifty_Shades_of_Grey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3397581
396,Fifty_Shades_of_Grey_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2323448
397,File:1x1.png_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,2481915
398,File:Transparent.gif_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,2632292
399,File:Transparent.gif_commons.wikimedia.org_desktop_all-agents,2016-01-01 00:00:00,2330982
400,First_Amendment_to_the_United_States_Constitution_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2449760
401,Flag_of_the_United_States_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2421366
402,"Flash_(sÃ©rie_tÃ©lÃ©visÃ©e,_2014)_fr.wikipedia.org_all-access_all-agents",2016-01-01 00:00:00,685222
403,"Flash_(sÃ©rie_tÃ©lÃ©visÃ©e,_2014)_fr.wikipedia.org_mobile-web_all-agents",2016-01-01 00:00:00,280800
404,"Floyd_Mayweather,_Jr._en.wikipedia.org_all-access_all-agents",2016-01-01 00:00:00,1310926
405,France_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5647966
406,France_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3660494
407,Francisco_(papa)_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1406594
408,Frank_Sinatra_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4162485
409,Franklin_D._Roosevelt_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5989744
410,Freddie_Mercury_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5553823
411,Freddie_Mercury_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2185421
412,Freddie_Mercury_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3268225
413,Friends_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5123950
414,Friends_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2805948
415,Frozen_(2013_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2745876
416,Furious_7_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3153282
417,Furious_7_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1314205
418,Furious_7_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1781778
419,FÃºtbol_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2782953
420,Game_of_Thrones_(season_5)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2939268
421,Game_of_Thrones_(season_5)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1420671
422,Game_of_Thrones_(season_5)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1454074
423,Game_of_Thrones_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4550961
424,Game_of_Thrones_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2354100
425,Game_of_Thrones_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,16701830
426,Game_of_Thrones_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,9210427
427,Game_of_Thrones_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,7152769
428,Genghis_Khan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4121635
429,George_H._W._Bush_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5526050
430,George_W._Bush_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6766433
431,George_Washington_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5485001
432,Germany_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6710957
433,Germany_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4091452
434,Germany_national_football_team_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2640975
435,Gigi_Hadid_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8609996
436,Girl_Meets_World_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2251511
437,Global_warming_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3238874
438,Goldie_Hawn_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2988079
439,Gone_Girl_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2592672
440,Gone_Girl_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1469348
441,Google_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,12861569
442,Google_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,6755508
443,Google_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5997711
444,Gotham_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5058866
445,Grace_Kelly_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1630993
446,Great_Wall_of_China_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3457802
447,Great_Wall_of_China_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1879552
448,Grecia_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1114357
449,Greece_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1810927
450,Greek_alphabet_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3697142
451,Greenland_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2918534
452,Grey's_Anatomy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5537310
453,Griechenland_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,824371
454,Griechenland_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,478952
455,Guardians_of_the_Galaxy_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3122364
456,Gucci_Mane_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2839341
457,Guns_N'_Roses_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1078424
458,Guns_N'_Roses_es.wikipedia.org_all-access_spider,2016-01-01 00:00:00,7499
459,Guns_N'_Roses_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,534937
460,HTTP_404_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5775748
461,HTTP_404_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4732689
462,Halle_Berry_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2351178
463,Harley_Quinn_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6561422
464,Harry_Potter_(film_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4914000
465,Harry_Potter_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7486859
466,Harry_Potter_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4076784
467,Hauptseite_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,21861753
468,Hauptseite_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,16765826
469,Hawaii_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3565377
470,Heath_Ledger_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6076149
471,Heath_Ledger_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4287702
472,Heidi_Klum_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2303006
473,Heidi_Klum_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1589797
474,Helgoland_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,484340
475,Helgoland_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,252389
476,Help:Contents_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1905270
477,Help:IPA_for_English_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,10367305
478,Help:IPA_for_English_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5110468
479,Help:IPA_for_English_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5191698
480,Henry_VIII_of_England_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5212043
481,Hillary_Clinton_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,18285213
482,Hong_Kong_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4631203
483,Hope_Solo_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1305273
484,Hope_Solo_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,503601
485,Hope_Solo_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,777285
486,House_of_Cards_(U.S._TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6411127
487,How_I_Met_Your_Mother_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2860924
488,How_to_Get_Away_with_Murder_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4155853
489,How_to_contribute_www.mediawiki.org_all-access_all-agents,2016-01-01 00:00:00,255683
490,How_to_contribute_www.mediawiki.org_desktop_all-agents,2016-01-01 00:00:00,207938
491,Howard_Hughes_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4458050
492,Howard_Hughes_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1401434
493,Howard_Hughes_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2982562
494,Howard_Stern_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1823432
495,Hugh_Hefner_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2277089
496,Hulk_Hogan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2628996
497,Human_penis_size_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3345384
498,Humans_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1612540
499,Humans_(TV_series)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,820981
500,Ice_Cube_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6689464
501,Iceland_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5924319
502,Idris_Elba_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4831886
503,Iggy_Azalea_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2624063
504,Illuminati_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4796283
505,Illuminati_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3067197
506,Independence_Day_(United_States)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2504045
507,Independence_Day_(United_States)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,969053
508,Independence_Day_(United_States)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1514171
509,India_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,12663708
510,India_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5719803
511,India_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,6727544
512,Indonesia_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4265742
513,Inside_Out_(2015_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2671388
514,Inside_Out_(2015_film)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1372368
515,Inside_Out_(2015_film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1247495
516,Instagram_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3451061
517,Internet_Movie_Database_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2358815
518,Internet_Movie_Database_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1316346
519,Internet_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3871308
520,Interstellar_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4027080
521,Interstellar_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2179187
522,Iran_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3999683
523,Isaac_Newton_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4190445
524,Isabel_Preysler_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,665378
525,Isabel_Preysler_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,494336
526,Islam_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3567324
527,Islamic_State_of_Iraq_and_the_Levant_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8961953
528,Islamic_State_of_Iraq_and_the_Levant_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5228101
529,Islamic_State_of_Iraq_and_the_Levant_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3612937
530,Israel_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5308922
531,Italy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4257464
532,Ivana_Trump_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9086576
533,Ivanka_Trump_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,13138182
534,Ivy_League_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3365049
535,Jack_Reacher_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1700431
536,Jack_Reacher_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,940698
537,Jackie_Chan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4007558
538,Jada_Pinkett_Smith_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2486114
539,Jai_Courtney_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1959575
540,Jai_Courtney_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,823061
541,Jai_Courtney_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1100182
542,Jake_Gyllenhaal_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3497476
543,James_Franco_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4694730
544,Jamie_Dornan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2534966
545,Jamie_Foxx_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2146378
546,Janet_Jackson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2440722
547,Japan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6535296
548,Japan_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3832180
549,Jason_Statham_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4411457
550,Javier_Mascherano_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,445987
551,Jawaharlal_Nehru_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2381820
552,Jawaharlal_Nehru_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1007746
553,Jawaharlal_Nehru_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1350903
554,Jean_Dujardin_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,694434
555,Jeb_Bush_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2220319
556,Jeb_Bush_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1016198
557,Jeb_Bush_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1169438
558,Jenna_Dewan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3350896
559,Jenna_Dewan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2392105
560,Jennifer_Aniston_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7217050
561,Jennifer_Aniston_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4994746
562,Jennifer_Garner_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3173443
563,Jennifer_Garner_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1031878
564,Jennifer_Garner_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2094524
565,Jennifer_Lawrence_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6546445
566,Jennifer_Lopez_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5425849
567,Jenny_McCarthy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2247111
568,Jesus_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4163737
569,Jidenna_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,955256
570,Jidenna_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,597432
571,Jim_Carrey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3871418
572,Jim_Carrey_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1408077
573,Jimi_Hendrix_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3345596
