,page,date,total_visits
325,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-21 00:00:00,90075621
326,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-22 00:00:00,87386879
327,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-23 00:00:00,83390596
328,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-24 00:00:00,79092439
329,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-25 00:00:00,75040355
330,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-26 00:00:00,83753421
331,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-27 00:00:00,83941865
332,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-28 00:00:00,83324576
333,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-29 00:00:00,84589291
334,.xxx_en.wikipedia.org_all-access_all-agents,2016-11-30 00:00:00,78121982
335,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-01 00:00:00,80620692
336,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-02 00:00:00,75036785
337,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-03 00:00:00,80770070
338,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-04 00:00:00,82638918
339,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-05 00:00:00,89999334
340,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-06 00:00:00,85957377
341,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-07 00:00:00,83339094
342,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-08 00:00:00,81308109
343,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-09 00:00:00,76309970
344,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-10 00:00:00,80127065
345,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-11 00:00:00,81801987
346,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-12 00:00:00,88008715
347,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-13 00:00:00,84951252
348,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-14 00:00:00,82845308
349,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-15 00:00:00,80177813
350,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-16 00:00:00,75057616
351,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-17 00:00:00,71093970
352,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-18 00:00:00,80252784
353,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-19 00:00:00,89736310
354,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-20 00:00:00,89168933
355,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-21 00:00:00,89056280
356,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-22 00:00:00,84152603
357,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-23 00:00:00,80133263
358,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-24 00:00:00,83102281
359,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-25 00:00:00,85992541
360,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-26 00:00:00,94374430
361,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-27 00:00:00,92153347
362,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-28 00:00:00,90990150
363,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-29 00:00:00,88470711
364,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-30 00:00:00,83924070
365,.xxx_en.wikipedia.org_all-access_all-agents,2016-12-31 00:00:00,85370659
